partida_id,clube,atleta,minuto,tipo_de_gol
5842,Ponte Preta,Lucca Borges de Brito,40,gol normal
5842,Palmeiras,Alejandro Guerra,45,gol normal
5842,Palmeiras,Alejandro Guerra,38,gol normal
5843,Flamengo,Orlando Berrío,73,gol normal
5844,Atletico-MG,Jonathan Marlone,11,gol normal
5845,Avai,Joel Tagueu,17,gol normal
5845,Avai,Joel Tagueu,6,gol normal
5846,Palmeiras,Machado,78,Gol Contra
5847,Santos,Thiago Maia,68,gol normal
5847,Atletico-GO,Andrigo,11,gol normal
5850,Cruzeiro,Thiago Neves,6,gol normal
5850,Atletico-MG,Fred,79,gol normal
5850,Atletico-MG,Fred,45,gol normal
5850,Atletico-MG,Juan Cazares,45,gol normal
5848,Sport,Diego Souza,76,Penalty
5852,Corinthians,Jô,79,gol normal
5851,Flamengo,Diego Ribas,42,gol normal
5851,Flamengo,Paolo Guerrero,38,gol normal
5854,Coritiba,Kléber,67,gol normal
5854,Vasco,Wagner Ferreira dos Santos,90,gol normal
5854,Vasco,Thalles Lima de Conceição Penha,21,gol normal
5854,Coritiba,Kléber,88,gol normal
5855,Chapecoense,Arthur Caike do Nascimento Cruz,42,gol normal
5855,Fluminense,Richarlison,2,gol normal
5855,Chapecoense,Rossicley Pereira da Silva,13,gol normal
5855,Fluminense,Marcos Júnior,90,gol normal
5855,Chapecoense,Arthur Caike do Nascimento Cruz,82,gol normal
5855,Fluminense,Pedro,70,gol normal
5856,Vitoria,Uillian Correia,88,gol normal
5856,Vitoria,André Lima,37,gol normal
5856,Atletico-GO,Andrigo,69,gol normal
5857,Flamengo,Éverton Cardoso da Silva,64,gol normal
5858,Corinthians,Jô,46,gol normal
5858,Corinthians,Jadson,45,gol normal
5859,Chapecoense,Lucas Marques,17,gol normal
5859,Athletico-PR,Sidcley Ferreira Pereira,2,gol normal
5860,Fluminense,Wellington Alves da Silva,12,gol normal
5860,Bahia,João Paulo,84,gol normal
5861,Avai,Wellington Simião,73,gol normal
5861,Avai,Junior Dutra,85,gol normal
5862,Cruzeiro,José Élber Pimentel da Silva,90,gol normal
5862,Cruzeiro,Hudson,42,gol normal
5862,Cruzeiro,Thiago Neves,32,gol normal
5862,Palmeiras,Willian Gomes de Siqueira,62,gol normal
5863,Santos,Jonathan Copete,67,gol normal
5863,Santos,Jonathan Copete,54,gol normal
5863,Sao Paulo,Robert Arboleda,87,gol normal
5863,Santos,Jonathan Copete,44,gol normal
5863,Sao Paulo,Shaylon,75,gol normal
5864,Atletico-MG,Jonathan Marlone,22,gol normal
5864,Botafogo-RJ,Roger Rodrigues da Silva,90,gol normal
5865,Sport,José Rogério de Oliveira Melo,85,gol normal
5865,Sport,Walisson,90,Gol Contra
5865,Sport,Eugenio Mena,18,gol normal
5866,Bahia,Rodrigão,54,gol normal
5866,Bahia,Rodrigão,4,gol normal
5866,Bahia,Renê Júnior,85,gol normal
5867,Santos,Daniel Guedes,90,gol normal
5868,Botafogo-RJ,Roger Rodrigues da Silva,39,gol normal
5869,Corinthians,Guilherme Arana,65,gol normal
5869,Corinthians,Jadson,23,Penalty
5870,Cruzeiro,Rafael Marques Mariano,86,gol normal
5870,Cruzeiro,Lucas Romero,28,gol normal
5871,Vasco,Thalles Lima de Conceição Penha,75,gol normal
5871,Vitoria,Antônio Eduardo Pereira dos Santos,70,gol normal
5871,Vasco,Antônio Eduardo Pereira dos Santos,14,Gol Contra
5871,Vasco,Guilherme Costa Machado Silveira,90,gol normal
5871,Vasco,Paulo Vitor Fernandes Pereira,90,gol normal
5872,Sao Paulo,Marcio Antonio de Sousa Junior,84,gol normal
5872,Sao Paulo,Lucas Pratto,58,gol normal
5872,Atletico-GO,Everaldo Stum,86,gol normal
5872,Atletico-GO,Nilton Soares Rodrigues,66,gol normal
5873,Sport,André Felipe Ribeiro de Souza,90,gol normal
5873,Sport,André Felipe Ribeiro de Souza,63,gol normal
5873,Sport,Diego Souza,90,gol normal
5874,Gremio,Luan Guilherme de Jesus Vieira,26,gol normal
5875,Coritiba,Rildo de Andrade Felicissimo,20,gol normal
5875,Coritiba,Kléber,11,Penalty
5875,Avai,Marquinhos Santos,19,gol normal
5875,Coritiba,Henrique Almeida,90,gol normal
5875,Coritiba,Rildo de Andrade Felicissimo,80,gol normal
5876,Corinthians,Jô,51,gol normal
5876,Corinthians,Jô,45,gol normal
5876,Athletico-PR,Otávio Henrique Santos,82,gol normal
5876,Athletico-PR,Jonathan Cícero Moreira,38,gol normal
5877,Palmeiras,Róger Guedes,37,Penalty
5877,Palmeiras,Eduardo Pereira Rodrigues,77,gol normal
5877,Vitoria,David Corrêa da Fonseca,85,gol normal
5877,Palmeiras,Eduardo Pereira Rodrigues,45,gol normal
5877,Vitoria,Uillian Correia,10,gol normal
5877,Palmeiras,Mayke,71,gol normal
5879,Atletico-GO,Igor Henrique,26,gol normal
5879,Atletico-MG,Elias Mendes Trindade,73,gol normal
5879,Atletico-MG,Fred,57,gol normal
5880,Chapecoense,Lucas Marques,90,gol normal
5880,Chapecoense,Túlio de Melo,62,gol normal
5881,Flamengo,Éverton Cardoso da Silva,54,gol normal
5881,Cruzeiro,Luiz Ricardo Alves,60,gol normal
5882,Gremio,Everton Sousa Soares,88,gol normal
5882,Ponte Preta,Rafael Thyere de Albuquerque Marques,35,Gol Contra
5882,Gremio,Lucas Barrios,57,gol normal
5882,Gremio,Lucas Barrios,71,Penalty
5883,Avai,Junior Dutra,83,gol normal
5883,Bahia,Renê Júnior,75,gol normal
5884,Fluminense,Richarlison,32,gol normal
5884,Coritiba,Henrique Almeida,45,gol normal
5884,Fluminense,Léo Pelé,38,gol normal
5885,Sport,Rithely,9,gol normal
5885,Botafogo-RJ,Guilherme,70,gol normal
5885,Botafogo-RJ,Rodrigo Lindoso,2,gol normal
5887,Santos,Emiliano Vecchio,61,gol normal
5886,Gremio,Ramiro Moschen Benetti,63,gol normal
5886,Gremio,Arthur,44,gol normal
5886,Gremio,Luiz Fernando Pereira da Silva,8,gol normal
5886,Vitoria,David Corrêa da Fonseca,58,gol normal
5889,Ponte Preta,Emerson Sheik,87,gol normal
5889,Ponte Preta,Emerson Sheik,60,gol normal
5889,Ponte Preta,Leonardo Artur de Melo,15,gol normal
5889,Ponte Preta,Lucca Borges de Brito,83,gol normal
5890,Bahia,Paulo Roberto Valoura Junior,13,Penalty
5890,Bahia,Paulo Roberto Valoura Junior,88,gol normal
5891,Sao Paulo,Lucas Pratto,2,gol normal
5892,Flamengo,Marcos Rogério Ricci Lopes,8,gol normal
5892,Palmeiras,Róger Guedes,43,gol normal
5892,Palmeiras,Willian Gomes de Siqueira,32,gol normal
5892,Flamengo,Paolo Guerrero,44,gol normal
5893,Cruzeiro,Luiz Ricardo Alves,36,gol normal
5893,Fluminense,Richarlison,42,Penalty
5894,Sport,André Felipe Ribeiro de Souza,81,gol normal
5894,Sport,André Felipe Ribeiro de Souza,41,gol normal
5894,Sport,Diego Souza,19,gol normal
5894,Sport,Patrick,7,gol normal
5896,Vitoria,Neilton Mestzk,61,Penalty
5896,Chapecoense,Reinaldo Manoel da Silva,28,Penalty
5896,Chapecoense,Lourency do Nascimento Rodrigues,64,gol normal
5897,Coritiba,Henrique Almeida,46,gol normal
5897,Flamengo,Éverton Ribeiro,90,Penalty
5897,Flamengo,Orlando Berrío,7,gol normal
5898,Santos,Bruno Henrique,29,gol normal
5898,Santos,Bruno Henrique,76,gol normal
5898,Santos,Bruno Henrique,45,gol normal
5899,Avai,Junior Dutra,21,gol normal
5901,Corinthians,Fabián Balbuena,50,gol normal
5900,Palmeiras,Bruno Henrique Corsini,35,gol normal
5900,Palmeiras,Keno,45,gol normal
5903,Atletico-GO,Paulinho,76,gol normal
5903,Botafogo-RJ,Vinícius Tanque,68,gol normal
5902,Ponte Preta,Lucca Borges de Brito,90,Penalty
5902,Ponte Preta,Lucca Borges de Brito,51,gol normal
5904,Vasco,Paulinho,68,gol normal
5904,Vasco,Paulinho,14,gol normal
5904,Atletico-MG,Yago Henrique Severino dos Santos,18,gol normal
5905,Gremio,Pedro Rocha Neves,19,gol normal
5905,Sao Paulo,Lucas Fernandes,64,gol normal
5906,Sao Paulo,Marcos Guilherme,90,gol normal
5906,Botafogo-RJ,Marcos Vinícius de Jesus Araújo,24,gol normal
5906,Sao Paulo,Marcos Guilherme,83,gol normal
5906,Botafogo-RJ,Marcos Vinícius de Jesus Araújo,18,gol normal
5906,Sao Paulo,Christian Cueva,17,gol normal
5906,Sao Paulo,Hernanes,85,gol normal
5906,Botafogo-RJ,Guilherme,68,gol normal
5907,Palmeiras,Deyverson,35,gol normal
5907,Palmeiras,Eduardo Pereira Rodrigues,11,gol normal
5908,Chapecoense,Luiz Otávio da Silva Santos,40,gol normal
5908,Atletico-GO,Gilvan,84,gol normal
5908,Atletico-GO,Diego Rosa,68,gol normal
5909,Atletico-MG,Fábio Santos,13,Penalty
5909,Atletico-MG,Rafael Moura,73,gol normal
5910,Bahia,Rodrigão,59,gol normal
5910,Sport,Reinaldo Lenis,90,gol normal
5910,Sport,Ronaldo Alves,65,gol normal
5910,Sport,Everton Felipe,18,gol normal
5911,Corinthians,Jô,22,gol normal
5911,Flamengo,Réver,71,gol normal
5912,Santos,David Braz,45,gol normal
5912,Gremio,Luiz Fernando Pereira da Silva,45,gol normal
5914,Athletico-PR,Ribamar,61,gol normal
5917,Bahia,Rodrigão,39,gol normal
5917,Chapecoense,Túlio de Melo,20,gol normal
5916,Fluminense,Renato de Araújo Chaves Júnior,13,gol normal
5916,Fluminense,Gustavo Scarpa,9,gol normal
5916,Sport,Patrick,49,gol normal
5916,Sport,André Felipe Ribeiro de Souza,32,gol normal
5918,Corinthians,Rodrigo Eduardo Costa Marinho,83,gol normal
5918,Corinthians,Jô,31,gol normal
5919,Ponte Preta,Elton Junior Melo Ataíde,49,gol normal
5919,Vitoria,Neilton Mestzk,13,gol normal
5919,Vitoria,Santiago Tréllez,36,gol normal
5919,Vitoria,Santiago Tréllez,2,gol normal
5921,Gremio,Michel Ferreira dos Santos,83,gol normal
5922,Palmeiras,Igor Rabello,45,Gol Contra
5922,Palmeiras,Deyverson,86,gol normal
5922,Botafogo-RJ,Rodrigo Pimpão,55,gol normal
5920,Flamengo,Éverton Ribeiro,56,gol normal
5920,Santos,Ricardo Oliveira,88,gol normal
5920,Santos,Alison Lopes Ferreira,85,gol normal
5920,Flamengo,Felipe Vizeu,67,gol normal
5920,Santos,Bruno Henrique,54,gol normal
5923,Athletico-PR,Eduardo Henrique,78,gol normal
5923,Athletico-PR,Eduardo Henrique,71,gol normal
5923,Athletico-PR,Guilherme Milhomem Gusmão,56,gol normal
5923,Athletico-PR,Capa,58,Gol Contra
5923,Athletico-PR,Guilherme Milhomem Gusmão,34,gol normal
5924,Coritiba,Yilmar Filigrana,67,gol normal
5924,Coritiba,Thiago Carleto,57,Penalty
5924,Sao Paulo,Denílson Pereira Júnior,88,gol normal
5925,Cruzeiro,Róbson Michael Signorini,88,gol normal
5925,Cruzeiro,Thiago Neves,3,gol normal
5925,Cruzeiro,Luiz Ricardo Alves,19,Penalty
5926,Sport,Thallyson,83,gol normal
5926,Corinthians,Pedro Henrique Ribeiro Gonçalves,66,gol normal
5926,Corinthians,Rodrigo Eduardo Costa Marinho,46,gol normal
5926,Corinthians,Guilherme Arana,9,gol normal
5927,Atletico-GO,Paulinho,23,gol normal
5927,Fluminense,Henrique Dourado,58,gol normal
5927,Fluminense,Wellington Alves da Silva,33,gol normal
5927,Fluminense,Wendel,15,gol normal
5928,Vitoria,Neilton Mestzk,66,Penalty
5928,Vitoria,Yago Rocha,45,gol normal
5930,Gremio,Luiz Fernando Pereira da Silva,27,gol normal
5930,Gremio,Pedro Rocha Neves,5,gol normal
5933,Sao Paulo,Hernanes,45,Penalty
5933,Bahia,Stiven Mendoza,43,gol normal
5933,Bahia,Régis,40,gol normal
5932,Athletico-PR,Thiago Heleno,18,gol normal
5931,Coritiba,Alecsandro,22,gol normal
5931,Coritiba,Rildo de Andrade Felicissimo,43,gol normal
5936,Atletico-GO,Jorginho,63,gol normal
5937,Avai,Junior Dutra,73,gol normal
5938,Sao Paulo,Robert Arboleda,71,gol normal
5938,Sao Paulo,Hernanes,45,gol normal
5938,Cruzeiro,Luiz Ricardo Alves,57,gol normal
5938,Sao Paulo,Hernanes,82,Penalty
5938,Cruzeiro,Luiz Ricardo Alves,51,gol normal
5940,Atletico-MG,Rafael Moura,54,gol normal
5940,Atletico-MG,Fábio Santos,16,Penalty
5941,Vasco,Andrés Escobar,88,gol normal
5941,Palmeiras,Alejandro Guerra,77,gol normal
5943,Botafogo-RJ,Leandrinho,7,gol normal
5942,Bahia,Stiven Mendoza,20,gol normal
5942,Athletico-PR,Nikão,25,Penalty
5942,Athletico-PR,Sidcley Ferreira Pereira,86,gol normal
5942,Athletico-PR,Thiago Heleno,52,gol normal
5942,Athletico-PR,Éder,59,Gol Contra
5946,Vitoria,Santiago Tréllez,12,gol normal
5947,Flamengo,Vinícius Júnior,56,gol normal
5947,Flamengo,Vinícius Júnior,75,gol normal
5951,Cruzeiro,Raniel,87,gol normal
5951,Cruzeiro,Luiz Ricardo Alves,34,gol normal
5952,Ponte Preta,Emerson Sheik,88,gol normal
5952,Ponte Preta,Emerson Sheik,13,gol normal
5952,Botafogo-RJ,Brenner Marlos Varanda de Oliveira,21,Penalty
5949,Avai,Junior Dutra,70,Penalty
5949,Sao Paulo,Hernanes,79,Penalty
5950,Bahia,Stiven Mendoza,45,gol normal
5950,Bahia,Stiven Mendoza,47,gol normal
5950,Bahia,Tiago Pagnussat,23,gol normal
5954,Chapecoense,Túlio de Melo,90,gol normal
5954,Chapecoense,Fabrício Bruno,39,gol normal
5955,Fluminense,Henrique Dourado,87,gol normal
5955,Fluminense,Henrique Dourado,38,gol normal
5955,Atletico-MG,Valdívia,57,gol normal
5945,Corinthians,Jô,90,gol normal
5956,Vasco,Ramon de Morais Motta,31,gol normal
5957,Atletico-GO,Gilvan,47,gol normal
5959,Sao Paulo,Hernanes,45,gol normal
5959,Palmeiras,Willian Gomes de Siqueira,39,gol normal
5959,Sao Paulo,Marcos Guilherme,13,gol normal
5959,Palmeiras,Willian Gomes de Siqueira,36,gol normal
5959,Palmeiras,Hyoran,90,gol normal
5959,Palmeiras,Keno,79,gol normal
5961,Flamengo,Diego Ribas,17,gol normal
5961,Flamengo,Willian Arão,31,gol normal
5958,Ponte Preta,Léo Gamalho,45,gol normal
5958,Atletico-MG,Rómulo Otero,89,gol normal
5958,Atletico-MG,Elias Mendes Trindade,61,gol normal
5960,Botafogo-RJ,Bruno César Pereira da Silva,90,gol normal
5960,Botafogo-RJ,Roger Rodrigues da Silva,13,gol normal
5960,Bahia,Renê Júnior,16,gol normal
5962,Santos,Bruno Henrique,21,gol normal
5962,Cruzeiro,Rafael da Silva Francisco,56,gol normal
5963,Avai,Joel Tagueu,32,gol normal
5964,Vitoria,Antônio Eduardo Pereira dos Santos,68,gol normal
5965,Gremio,Luiz Fernando Pereira da Silva,70,gol normal
5965,Gremio,Luiz Fernando Pereira da Silva,68,Penalty
5965,Gremio,Everton Sousa Soares,35,gol normal
5965,Gremio,Edílson Mendes Guimarães,20,gol normal
5965,Gremio,Dionathã,83,gol normal
5966,Atletico-MG,Fábio Santos,44,Penalty
5966,Palmeiras,Deyverson,33,gol normal
5967,Vasco,Mateus Vital,43,gol normal
5968,Sao Paulo,Hernanes,34,gol normal
5968,Ponte Preta,Léo Gamalho,75,gol normal
5968,Ponte Preta,Danilo Barcelos,65,Penalty
5968,Sao Paulo,Bruno Alves,57,gol normal
5971,Avai,Junior Dutra,26,gol normal
5969,Coritiba,Werley Ananias da Silva,45,gol normal
5969,Athletico-PR,Felipe Gedoz,87,Penalty
5972,Vitoria,Antônio Eduardo Pereira dos Santos,90,gol normal
5972,Fluminense,Henrique Dourado,90,Penalty
5972,Vitoria,Neilton Mestzk,45,gol normal
5972,Fluminense,Wendel,48,gol normal
5970,Santos,Lucas Rafael Araújo Lima,58,gol normal
5970,Santos,Ricardo Oliveira,90,gol normal
5974,Botafogo-RJ,Roger Rodrigues da Silva,69,gol normal
5974,Botafogo-RJ,Roger Rodrigues da Silva,56,gol normal
5973,Cruzeiro,Raniel,63,gol normal
5973,Cruzeiro,Rafael da Silva Francisco,45,gol normal
5973,Chapecoense,Túlio de Melo,83,gol normal
5975,Bahia,José Rafael Vivian,55,gol normal
5975,Atletico-GO,Luiz Fernando Moraes dos Santos,33,gol normal
5976,Botafogo-RJ,Guilherme,45,gol normal
5976,Botafogo-RJ,Rodrigo Lindoso,42,gol normal
5977,Atletico-GO,Walter Henrique da Silva,68,gol normal
5977,Atletico-GO,Luiz Fernando Moraes dos Santos,42,gol normal
5977,Ponte Preta,William Alves,47,Gol Contra
5977,Atletico-GO,Ronaldo da Silva Souza,90,gol normal
5978,Atletico-MG,Rómulo Otero,83,gol normal
5978,Avai,Wellington Simião,45,gol normal
5979,Chapecoense,Arthur Caike do Nascimento Cruz,46,gol normal
5982,Sao Paulo,Christian Cueva,82,gol normal
5982,Sao Paulo,Éder Militão,53,gol normal
5982,Vitoria,Santiago Tréllez,90,gol normal
5983,Flamengo,Éverton Ribeiro,90,gol normal
5983,Flamengo,Paolo Guerrero,9,gol normal
5980,Corinthians,Jô,74,gol normal
5981,Athletico-PR,Jonathan Cícero Moreira,90,gol normal
5981,Athletico-PR,Ribamar,80,gol normal
5981,Athletico-PR,Felipe Gedoz,57,gol normal
5981,Fluminense,Henrique Dourado,45,gol normal
5984,Cruzeiro,Leonardo Renan Simões de Lacerda,63,gol normal
5985,Palmeiras,Jean Raphael Vanderlei Moreira,39,gol normal
5986,Avai,Pedro Castro,18,gol normal
5986,Flamengo,Rodinei de Almeida,81,gol normal
5987,Santos,Bruno Henrique,35,gol normal
5988,Sao Paulo,Petros,28,gol normal
5988,Corinthians,Clayson Henrique da Silva Vieira,78,gol normal
5991,Atletico-GO,Luiz Fernando Moraes dos Santos,48,gol normal
5991,Cruzeiro,Rafael Sóbis,22,gol normal
5991,Cruzeiro,Giorgian De Arrascaeta,4,gol normal
5990,Coritiba,Thiago Carleto,83,gol normal
5990,Botafogo-RJ,João Paulo,84,gol normal
5990,Coritiba,Werley Ananias da Silva,36,gol normal
5990,Botafogo-RJ,Guilherme,64,gol normal
5990,Botafogo-RJ,Roger Rodrigues da Silva,57,gol normal
5992,Palmeiras,Egídio de Araújo Pereira Júnior,42,gol normal
5989,Chapecoense,Lucas Marques,42,gol normal
5993,Atletico-MG,Juan Cazares,18,gol normal
5993,Vitoria,Santiago Tréllez,90,gol normal
5993,Vitoria,Yago Rocha,69,gol normal
5993,Vitoria,Neilton Mestzk,3,gol normal
5994,Bahia,Rodrigão,90,Penalty
5995,Sport,André Felipe Ribeiro de Souza,84,gol normal
5995,Vasco,Nenê,39,gol normal
5996,Chapecoense,Reinaldo Manoel da Silva,64,gol normal
5996,Vasco,Andrés Ríos,25,gol normal
5997,Bahia,José Rafael Vivian,45,gol normal
5997,Coritiba,Rildo de Andrade Felicissimo,64,gol normal
5998,Santos,Ricardo Oliveira,76,gol normal
5999,Cruzeiro,Rafael da Silva Francisco,20,gol normal
5999,Corinthians,Clayson Henrique da Silva Vieira,84,Penalty
6000,Botafogo-RJ,Brenner Marlos Varanda de Oliveira,25,gol normal
6000,Vitoria,Danilinho,90,gol normal
6000,Botafogo-RJ,Brenner Marlos Varanda de Oliveira,61,Penalty
6000,Vitoria,André Lima,90,gol normal
6000,Vitoria,David Corrêa da Fonseca,15,gol normal
6002,Gremio,Beto da Silva,86,gol normal
6001,Sao Paulo,Marcos Guilherme,36,gol normal
6003,Atletico-GO,Luiz Fernando Moraes dos Santos,58,Penalty
6003,Atletico-GO,Walter Henrique da Silva,63,gol normal
6004,Atletico-MG,Robinho,83,gol normal
6004,Atletico-MG,Robinho,22,gol normal
6005,Ponte Preta,Jean Patrick Reis,53,gol normal
6006,Ponte Preta,Danilo Barcelos,13,Penalty
6006,Cruzeiro,Manoel Messias Silva Carvalho,76,gol normal
6006,Cruzeiro,Thiago Neves,73,gol normal
6016,Atletico-GO,Walter Henrique da Silva,82,gol normal
6016,Atletico-GO,Luiz Fernando Moraes dos Santos,25,gol normal
6016,Athletico-PR,Lucho González,42,gol normal
6016,Athletico-PR,Guilherme Milhomem Gusmão,32,gol normal
6017,Chapecoense,Apodi,60,gol normal
6017,Botafogo-RJ,Vinícius Tanque,90,gol normal
6017,Botafogo-RJ,Brenner Marlos Varanda de Oliveira,66,gol normal
6018,Corinthians,Jô,10,gol normal
6018,Coritiba,Henrique Almeida,40,gol normal
6018,Corinthians,Clayson Henrique da Silva Vieira,89,gol normal
6018,Corinthians,Clayson Henrique da Silva Vieira,79,gol normal
6019,Cruzeiro,Rafael Sóbis,69,gol normal
6020,Vasco,Andrés Ríos,24,gol normal
6020,Vasco,Wagner Ferreira dos Santos,3,gol normal
6020,Avai,Ebert Willian Amâncio,62,gol normal
6021,Atletico-MG,Fábio Santos,52,Penalty
6024,Ponte Preta,Marinaldo dos Santos Oliveira,5,gol normal
6024,Santos,Ricardo Oliveira,45,gol normal
6022,Vitoria,Santiago Tréllez,83,gol normal
6022,Sport,Reinaldo Lenis,66,gol normal
6022,Sport,Diego Souza,45,gol normal
6023,Flamengo,Réver,69,gol normal
6023,Fluminense,Marcos Rogério Ricci Lopes,53,Gol Contra
6025,Bahia,Edigar Junio,45,gol normal
6025,Bahia,Edigar Junio,89,Penalty
6025,Palmeiras,Bruno Henrique Corsini,39,gol normal
6025,Palmeiras,Willian Gomes de Siqueira,2,gol normal
6007,Vasco,Nenê,69,gol normal
6008,Athletico-PR,Douglas Coutinho,50,gol normal
6008,Sao Paulo,Maicosuel,83,gol normal
6008,Sao Paulo,Lucas Pratto,60,gol normal
6010,Palmeiras,Eduardo Pereira Rodrigues,59,gol normal
6010,Palmeiras,Moisés Lima Magalhães,44,gol normal
6010,Atletico-GO,Walter Henrique da Silva,77,Penalty
6010,Palmeiras,Willian Gomes de Siqueira,21,gol normal
6011,Fluminense,Henrique Dourado,14,gol normal
6009,Flamengo,Diego Ribas,79,gol normal
6012,Atletico-MG,Fred,38,gol normal
6012,Sport,Patrick,10,gol normal
6013,Gremio,Ramiro Moschen Benetti,90,gol normal
6014,Bahia,Vinícius,72,gol normal
6014,Bahia,Régis,90,gol normal
6015,Vitoria,Wallace Reis da Silva,64,gol normal
6015,Santos,Ramon Menezes Roma,68,Gol Contra
6015,Vitoria,David Corrêa da Fonseca,22,gol normal
6015,Santos,Jean Mota Oliveira de Souza,35,gol normal
6027,Coritiba,Diogo Barbosa,34,Gol Contra
6026,Vasco,Jonathan Francisco Lemos,30,Gol Contra
6028,Chapecoense,Héctor Canteros,42,gol normal
6028,Chapecoense,Wellington Paulista,30,gol normal
6028,Atletico-MG,Fred,67,gol normal
6028,Chapecoense,Luiz Antônio de Souza Soares,80,gol normal
6028,Atletico-MG,Valdívia,9,gol normal
6030,Sao Paulo,Shaylon,89,gol normal
6030,Fluminense,Junior Sornoza,24,gol normal
6030,Fluminense,Robson Azevedo da Silva,85,Penalty
6030,Fluminense,Henrique Dourado,23,Penalty
6029,Avai,Marquinhos Santos,65,Penalty
6029,Botafogo-RJ,Marcos Vinícius de Jesus Araújo,90,gol normal
6032,Athletico-PR,Douglas Coutinho,66,gol normal
6032,Vitoria,Neilton Mestzk,24,Penalty
6032,Athletico-PR,Ribamar,79,gol normal
6032,Athletico-PR,Ribamar,4,gol normal
6032,Vitoria,Santiago Tréllez,50,gol normal
6033,Palmeiras,Miguel Borja,73,gol normal
6033,Palmeiras,Keno,28,gol normal
6034,Flamengo,Diego Ribas,85,Penalty
6034,Flamengo,Réver,77,gol normal
6034,Flamengo,Réver,51,gol normal
6034,Bahia,Stiven Mendoza,69,Penalty
6034,Flamengo,Diego Ribas,87,gol normal
6035,Santos,Ricardo Oliveira,4,gol normal
6035,Sport,José Rogério de Oliveira Melo,84,gol normal
6036,Coritiba,Rildo de Andrade Felicissimo,67,gol normal
6036,Vasco,Matheus Galdezani,16,Gol Contra
6039,Palmeiras,Moisés Lima Magalhães,54,gol normal
6039,Palmeiras,Eduardo Pereira Rodrigues,64,gol normal
6039,Palmeiras,Eduardo Pereira Rodrigues,48,gol normal
6039,Gremio,Michel Ferreira dos Santos,79,gol normal
6037,Santos,Ricardo Oliveira,31,gol normal
6042,Cruzeiro,Thiago Neves,31,gol normal
6042,Atletico-MG,Robinho,81,gol normal
6042,Atletico-MG,Robinho,67,gol normal
6042,Atletico-MG,Rómulo Otero,61,gol normal
6040,Sao Paulo,Hernanes,40,gol normal
6040,Sao Paulo,Lucas Pratto,14,gol normal
6041,Sport,Diego Souza,70,Penalty
6041,Athletico-PR,Lucho González,61,gol normal
6041,Athletico-PR,Felipe Gedoz,88,Penalty
6038,Vitoria,Wallace Reis da Silva,83,gol normal
6038,Bahia,Edigar Junio,89,gol normal
6038,Bahia,Stiven Mendoza,47,gol normal
6044,Ponte Preta,Danilo Barcelos,39,Penalty
6044,Avai,Rômulo,7,gol normal
6044,Avai,Junior Dutra,36,Penalty
6043,Chapecoense,Arthur Caike do Nascimento Cruz,4,gol normal
6043,Chapecoense,Wellington Paulista,47,gol normal
6045,Botafogo-RJ,Igor Rabello,76,gol normal
6045,Botafogo-RJ,Brenner Marlos Varanda de Oliveira,53,gol normal
6045,Corinthians,Jô,60,gol normal
6046,Santos,Alison Lopes Ferreira,34,gol normal
6046,Sao Paulo,Christian Cueva,22,gol normal
6046,Sao Paulo,Marcos Guilherme,17,gol normal
6050,Bahia,Edigar Junio,3,gol normal
6050,Fluminense,Gustavo Scarpa,33,gol normal
6049,Ponte Preta,Lucca Borges de Brito,39,gol normal
6052,Vitoria,José Welison,66,gol normal
6052,Atletico-GO,Luiz Fernando Moraes dos Santos,11,gol normal
6053,Coritiba,Yan Sasse,90,gol normal
6053,Sport,André Felipe Ribeiro de Souza,42,gol normal
6053,Coritiba,Jonas Gomes de Sousa,78,gol normal
6053,Sport,Diego Souza,62,gol normal
6053,Coritiba,Henrique Almeida,40,gol normal
6053,Sport,Diego Souza,29,gol normal
6053,Coritiba,Werley Ananias da Silva,6,gol normal
6054,Gremio,Kaio Silva Mendes,36,gol normal
6054,Gremio,Rafael Thyere de Albuquerque Marques,12,gol normal
6054,Avai,Leandro Silva,62,gol normal
6054,Avai,Pedro Castro,29,gol normal
6055,Cruzeiro,Róbson Michael Signorini,64,gol normal
6055,Palmeiras,Miguel Borja,86,gol normal
6055,Palmeiras,Miguel Borja,35,gol normal
6055,Cruzeiro,José Carlos Ferreira Júnior,6,Gol Contra
6056,Santos,Arthur Gomes,45,gol normal
6056,Atletico-MG,Fred,50,gol normal
6056,Santos,Ricardo Oliveira,79,gol normal
6056,Santos,David Braz,60,gol normal
6058,Sao Paulo,Hernanes,21,gol normal
6057,Botafogo-RJ,Marcos Vinícius de Jesus Araújo,0,gol normal
6057,Fluminense,Matheus Alessandro,87,gol normal
6057,Fluminense,Marcos Júnior,61,gol normal
6059,Coritiba,Alan Santos da Silva,17,gol normal
6059,Coritiba,Wilson Rodrigues de Moura Júnior,41,Penalty
6059,Coritiba,Jonas Gomes de Sousa,85,gol normal
6059,Coritiba,Tiago Real,50,gol normal
6061,Cruzeiro,Giorgian De Arrascaeta,41,gol normal
6062,Gremio,Everton Sousa Soares,70,gol normal
6062,Flamengo,Éverton Ribeiro,47,gol normal
6062,Gremio,Luan Guilherme de Jesus Vieira,82,gol normal
6062,Gremio,Everton Sousa Soares,72,gol normal
6060,Corinthians,Fabián Balbuena,29,gol normal
6060,Corinthians,Jô,38,Penalty
6060,Corinthians,Ángel Romero,27,gol normal
6060,Palmeiras,Moisés Lima Magalhães,68,gol normal
